etikett,selskaper,forste_dato,siste_dato,selsk_for_som,selsk_etter_som,vintage,metode,sn2007_kode,sn2007_navn,sn2025_kode,sn2025_navn,kanonisk_sn2007,kanonisk_navn,kanonisk_kilde,er_bygg_sn2007,er_bygg_sn2025,selskapstekst_kode
Produksjon av ferdigmat,5,2023-10-06,2026-02-03,4,1,begge,T1,10.850,Produksjon av ferdigmat,10.850,Produksjon av ferdigmat,10.850,Produksjon av ferdigmat,direkte,false,false,10.850
Produksjon av maskiner og utstyr til nærings- og nytelsesmid,5,2022-09-06,2025-04-03,5,0,SN2007,T1,28.930,Produksjon av maskiner og utstyr til nærings- og nytelsesmiddelindustri,,,28.930,Produksjon av maskiner og utstyr til nærings- og nytelsesmiddelindustri,direkte,false,,
Produksjon av meierivarer,5,2020-07-02,2025-09-02,4,1,begge,T1,10.510,Produksjon av meierivarer,10.510,Produksjon av meierivarer,10.510,Produksjon av meierivarer,direkte,false,false,10.510
"Spesialiserte legetjenester, unntatt psykiatriske legetjenes",5,2025-09-18,2026-06-30,0,5,SN2025,T2,,,86.221,"Spesialiserte legetjenester, unntatt psykiatriske legetjenester",86.212|86.221,"Somatiske poliklinikker | Spesialisert legetjeneste, unntatt psykiatrisk legetjeneste",korrespondanse-1tilmange,false,false,86.221
Tannlegetjenester,5,2025-09-10,2026-05-11,0,5,SN2025,T2,,,86.230,Tannlegetjenester,86.230,Tannhelsetjenester,korrespondanse-1til1,false,false,86.230
"Tjenester tilknyttet fiske, fangst og akvakultur",5,2025-10-22,2026-06-30,0,5,SN2025,T2,,,03.300,"Tjenester tilknyttet fiske, fangst og akvakultur",03.111|03.120|03.213|03.223|33.110,Hav- og kystfiske | Ferskvannsfiske | Tjenester tilknyttet hav- og kystbasert akvakultur | Tjenester tilknyttet ferskvannsbasert akvakultur | Reparasjon av bearbeidede metallprodukter,korrespondanse-1tilmange,false,false,03.300
Tjenester tilknyttet husdyrhold,5,2024-01-05,2026-01-30,3,2,begge,T1,01.620,Tjenester tilknyttet husdyrhold,01.620,Tjenester tilknyttet husdyrhold,01.620,Tjenester tilknyttet husdyrhold,direkte,false,false,01.620
Utgivelse av aviser,5,2022-07-05,2026-03-25,4,1,begge,T1,58.130,Utgivelse av aviser,58.120,Utgivelse av aviser,58.130,Utgivelse av aviser,direkte,false,false,58.120
Utgivelse av blader og tidsskrifter,5,2023-05-19,2026-06-03,4,1,begge,T1,58.140,Utgivelse av blader og tidsskrifter,58.130,Utgivelse av blader og tidsskrifter,58.140,Utgivelse av blader og tidsskrifter,direkte,false,false,58.130
"Utvinning fra grus- og sandtak, og utvinning av leire og kao",5,2023-05-03,2025-10-14,4,1,begge,T1,08.120,"Utvinning fra grus- og sandtak, og utvinning av leire og kaolin",08.120,"Utvinning fra grus- og sandtak, og utvinning av leire og kaolin",08.120,"Utvinning fra grus- og sandtak, og utvinning av leire og kaolin",direkte,false,false,08.120
Veterinærtjenester,5,2024-01-09,2025-09-15,4,1,begge,T1,75.000,Veterinærtjenester,75.000,Veterinærtjenester,75.000,Veterinærtjenester,direkte,false,false,75.000
Engroshandel med kjemiske produkter,4,2023-01-03,2024-09-20,4,0,SN2007,T1,46.750,Engroshandel med kjemiske produkter,46.850,Engroshandel med kjemiske produkter,46.750,Engroshandel med kjemiske produkter,direkte,false,false,46.850
"Produksjon av måle-, kontroll- og navigasjonsinstrumenter",4,2024-01-26,2025-08-12,4,0,SN2007,T1,26.510,"Produksjon av måle-, kontroll- og navigasjonsinstrumenter",26.510,"Produksjon av måle-, kontroll- og navigasjonsinstrumenter",26.510,"Produksjon av måle-, kontroll- og navigasjonsinstrumenter",direkte,false,false,26.510
"Etterarbeid knyttet til produksjon av film, video og fjernsy",4,2023-08-21,2025-07-04,4,0,SN2007,T1,59.120,"Etterarbeid knyttet til produksjon av film, video og fjernsynsprogrammer",59.120,"Etterarbeid knyttet til produksjon av film, video og fjernsynsprogrammer",59.120,"Etterarbeid knyttet til produksjon av film, video og fjernsynsprogrammer",direkte,false,false,59.120
Engroshandel med informasjons- og kommunikasjonsteknologiuts,4,2025-10-21,2026-06-26,0,4,SN2025,T2,,,46.500,Engroshandel med informasjons- og kommunikasjonsteknologiutstyr,46.510|46.520|46.660,"Engroshandel med datamaskiner, tilleggsutstyr til datamaskiner samt programvare | Engroshandel med elektronikkutstyr og telekommunikasjonsutstyr samt deler | Engroshandel med maskiner og utstyr til kontor ellers",korrespondanse-1tilmange,false,false,46.500
Utøvende kunstnere og underholdningsvirksomhet innen sceneku,4,2023-06-09,2025-04-24,4,0,SN2007,T1,90.012,Utøvende kunstnere og underholdningsvirksomhet innen scenekunst,,,90.012,Utøvende kunstnere og underholdningsvirksomhet innen scenekunst,direkte,false,,
Undervisning i kunstfag,4,2024-04-17,2025-07-10,4,0,SN2007,T1,85.522,Undervisning i kunstfag,,,85.522,Undervisning i kunstfag,direkte,false,,
Produksjon av løfte- og håndteringsutstyr til skip og båter,4,2022-09-22,2023-08-18,4,0,SN2007,T1,28.221,Produksjon av løfte- og håndteringsutstyr til skip og båter,,,28.221,Produksjon av løfte- og håndteringsutstyr til skip og båter,direkte,false,,
Bygging av jernbaner og undergrunnsbaner,4,2023-05-15,2026-06-24,2,2,begge,T1,42.120,Bygging av jernbaner og undergrunnsbaner,42.120,Bygging av jernbaner og undergrunnsbaner,42.120,Bygging av jernbaner og undergrunnsbaner,direkte,true,true,42.120
Lagring,4,2024-08-26,2026-04-30,1,3,begge,T1,52.100,Lagring,52.100,Lagring,52.100,Lagring,direkte,false,false,52.100
Engroshandel med metaller og metallholdig malm,4,2024-04-02,2026-02-23,3,1,begge,T1,46.720,Engroshandel med metaller og metallholdig malm,46.820,Engroshandel med metaller og metallholdig malm,46.720,Engroshandel med metaller og metallholdig malm,direkte,false,false,46.820
Engroshandel med motorvogner,4,2025-09-01,2026-06-16,0,4,SN2025,T2,,,46.710,Engroshandel med motorvogner,45.111|45.191,"Agentur- og engroshandel med biler og lette motorvogner, unntatt motorsykler | Agentur- og engroshandel med andre motorvogner, unntatt motorsykler",korrespondanse-1tilmange,false,false,46.710
Guider og reiseledere,4,2023-10-11,2025-08-25,4,0,SN2007,T1,79.902,Guider og reiseledere,,,79.902,Guider og reiseledere,direkte,false,,
Bygging av anlegg for elektrisitet og telekommunikasjon på l,4,2026-01-09,2026-04-07,0,4,SN2025,T2,,,42.222,Bygging av anlegg for elektrisitet og telekommunikasjon på land,42.220,Bygging av anlegg for elektrisitet og telekommunikasjon,korrespondanse-1til1,true,true,42.222
Materialgjenvinning,4,2025-11-24,2026-07-14,0,4,SN2025,T2,,,38.210,Materialgjenvinning,38.210|38.310|38.320,Behandling og disponering av ikke-farlig avfall | Demontering av vrakede gjenstander | Sortering og bearbeiding av avfall for materialgjenvinning,korrespondanse-1tilmange,false,false,38.210
Butikkhandel med ur og klokker,4,2023-06-29,2025-04-15,4,0,SN2007,T1,47.771,Butikkhandel med ur og klokker,,,47.771,Butikkhandel med ur og klokker,direkte,false,,
Tjenester tilknyttet landtransport ikke nevnt annet sted,4,2025-09-26,2026-06-12,0,4,SN2025,T2,,,52.219,Tjenester tilknyttet landtransport ikke nevnt annet sted,52.213|52.216|52.219,Drift av bomstasjoner | Kondensering av gass med henblikk på transport | Tjenester tilknyttet landtransport ellers,korrespondanse-1tilmange,false,false,52.219
Produksjon av elektrisitet fra vannkraft,4,2025-05-26,2025-12-22,2,2,begge,T1,35.111,Produksjon av elektrisitet fra vannkraft,35.121,Produksjon av elektrisitet fra vannkraft,35.111,Produksjon av elektrisitet fra vannkraft,direkte,false,false,35.121
Butikkhandel med apotekvarer,4,2022-10-25,2024-02-23,4,0,SN2007,T1,47.730,Butikkhandel med apotekvarer,,,47.730,Butikkhandel med apotekvarer,direkte,false,,
Detaljhandel med informasjons- og kommunikasjonsteknologiuts,4,2026-01-16,2026-06-22,0,4,SN2025,T2,,,47.400,Detaljhandel med informasjons- og kommunikasjonsteknologiutstyr,47.410|47.420|47.430|47.890|47.914|47.916|47.990,"Butikkhandel med datamaskiner og utstyr til datamaskiner | Butikkhandel med telekommunikasjonsutstyr | Butikkhandel med audio- og videoutstyr | Torghandel med andre varer | Postordre-/Internetthandel med elektriske husholdningsapparater, radio, fjernsyn, plater, kassetter og musikkinstrumenter | Postordre-/Internetthandel med IKT-utstyr | Detaljhandel utenom utsalgssted ellers",korrespondanse-1tilmange,false,false,47.400
"Produksjon av fisk, bløtdyr, krepsdyr og pigghuder i sjø og",4,2025-09-18,2026-04-27,0,4,SN2025,T2,,,03.211,"Produksjon av fisk, bløtdyr, krepsdyr og pigghuder i sjø og brakkvann",03.211,"Produksjon av matfisk, bløtdyr, krepsdyr og pigghuder i hav- og kystbasert akvakultur",korrespondanse-1til1,false,false,03.211
"Produksjon av maskiner og utstyr til generell bruk, ikke nev",4,2020-03-24,2025-01-28,4,0,SN2007,T1,28.290,"Produksjon av maskiner og utstyr til generell bruk, ikke nevnt annet sted",,,28.290,"Produksjon av maskiner og utstyr til generell bruk, ikke nevnt annet sted",direkte,false,,
Drift av parkeringsplasser og parkeringshus,4,2023-09-13,2026-05-12,3,1,begge,T1,52.212,Drift av parkeringsplasser og parkeringshus,52.212,Drift av parkeringsplasser og parkeringshus,52.212,Drift av parkeringsplasser og parkeringshus,direkte,false,false,52.212
Kontortjenester,4,2025-10-03,2026-04-13,0,4,SN2025,T2,,,82.100,Kontortjenester,82.110|82.190,"Kombinerte kontortjenester | Fotokopiering, forberedelse av dokumenter og andre spesialiserte kontortjenester",korrespondanse-1tilmange,false,false,82.100
Produksjon av papir og papp,4,2017-12-19,2017-12-20,4,0,SN2007,T1,17.120,Produksjon av papir og papp,17.120,Produksjon av papir og papp,17.120,Produksjon av papir og papp,direkte,false,false,17.120
Husdyrhold ellers,4,2023-03-30,2025-06-10,4,0,SN2007,T1,01.490,Husdyrhold ellers,,,01.490,Husdyrhold ellers,direkte,false,,
Butikkhandel med telekommunikasjonsutstyr,4,2023-05-08,2024-10-08,4,0,SN2007,T1,47.420,Butikkhandel med telekommunikasjonsutstyr,,,47.420,Butikkhandel med telekommunikasjonsutstyr,direkte,false,,
Forlagsvirksomhet ellers,4,2024-01-17,2025-05-15,4,0,SN2007,T1,58.190,Forlagsvirksomhet ellers,,,58.190,Forlagsvirksomhet ellers,direkte,false,,
Utleie og leasing av lastebiler,4,2024-04-23,2025-10-16,3,1,begge,T1,77.120,Utleie og leasing av lastebiler,77.120,Utleie og leasing av lastebiler,77.120,Utleie og leasing av lastebiler,direkte,false,false,77.120
Avvirkning,4,2022-10-31,2024-12-03,4,0,SN2007,T1,02.200,Avvirkning,02.200,Avvirkning,02.200,Avvirkning,direkte,false,false,02.200
Drift av mobile serveringssteder,4,2026-02-13,2026-06-25,0,4,SN2025,T2,,,56.120,Drift av mobile serveringssteder,56.102,Drift av gatekjøkken,korrespondanse-1til1,false,false,56.120
Drift av fornøyelses- og temaparker,4,2024-12-02,2026-07-27,3,1,begge,T1,93.210,Drift av fornøyelses- og temaparker,93.210,Drift av fornøyelses- og temaparker,93.210,Drift av fornøyelses- og temaparker,direkte,false,false,93.210
Lufttransport med passasjerer,4,2023-02-01,2025-12-03,3,1,begge,T1,51.100,Lufttransport med passasjerer,51.100,Lufttransport med passasjerer,51.100,Lufttransport med passasjerer,direkte,false,false,51.100
Produksjon av medisinske og tanntekniske instrumenter og uts,4,2023-06-20,2026-03-11,3,1,begge,T1,32.500,Produksjon av medisinske og tanntekniske instrumenter og utstyr,32.500,Produksjon av medisinske og tanntekniske instrumenter og utstyr,32.500,Produksjon av medisinske og tanntekniske instrumenter og utstyr,direkte,false,false,32.500
Engroshandel med blomster og planter,4,2023-03-22,2025-08-21,4,0,SN2007,T1,46.220,Engroshandel med blomster og planter,46.220,Engroshandel med blomster og planter,46.220,Engroshandel med blomster og planter,direkte,false,false,46.220
"Produksjon av elektrisitet fra biobrensel, avfallsforbrennin",4,2024-08-08,2025-08-19,4,0,SN2007,,,,,,,,,,,
Detaljhandel med apotekvarer,4,2026-04-08,2026-06-26,0,4,SN2025,T2,,,47.730,Detaljhandel med apotekvarer,47.730|47.919,Butikkhandel med apotekvarer | Postordre-/Internetthandel med annet spesialisert vareutvalg,korrespondanse-1tilmange,false,false,47.730
Agenturhandel med nærings- og nytelsesmidler,4,2024-09-17,2026-04-15,2,2,begge,T1,46.170,Agenturhandel med nærings- og nytelsesmidler,46.170,Agenturhandel med nærings- og nytelsesmidler,46.170,Agenturhandel med nærings- og nytelsesmidler,direkte,false,false,46.170
Inkasso- og kredittopplysningsvirksomhet,4,2024-11-15,2026-05-05,3,1,begge,T1,82.910,Inkasso- og kredittopplysningsvirksomhet,82.910,Inkasso- og kredittopplysningsvirksomhet,82.910,Inkasso- og kredittopplysningsvirksomhet,direkte,false,false,82.910
Sportsaktiviteter ikke nevnt annet sted,4,2026-01-02,2026-08-13,0,4,SN2025,T2,,,93.190,Sportsaktiviteter ikke nevnt annet sted,93.190|93.299,Andre sportsaktiviteter | Fritidsvirksomhet ellers,korrespondanse-1tilmange,false,false,93.190
Andre tjenester tilknyttet undervisning,4,2023-04-11,2025-01-08,4,0,SN2007,T1,85.609,Andre tjenester tilknyttet undervisning,,,85.609,Andre tjenester tilknyttet undervisning,direkte,false,,
Grafisk design og visuell kommunikasjonsdesign,4,2025-12-11,2026-06-29,0,4,SN2025,T2,,,74.120,Grafisk design og visuell kommunikasjonsdesign,74.102,Grafisk og visuell kommunikasjonsdesign,korrespondanse-1til1,false,false,74.120
Bearbeiding og konservering av frukt og grønnsaker ellers,4,2022-04-06,2026-02-18,3,1,begge,T1,10.390,Bearbeiding og konservering av frukt og grønnsaker ellers,10.390,Bearbeiding og konservering av frukt og grønnsaker ellers,10.390,Bearbeiding og konservering av frukt og grønnsaker ellers,direkte,false,false,10.390
Utgivelse av programvare for dataspill,4,2022-11-04,2026-02-02,3,1,begge,T1,58.210,Utgivelse av programvare for dataspill,58.210,Utgivelse av programvare for dataspill,58.210,Utgivelse av programvare for dataspill,direkte,false,false,58.210
Bygging av fritidsbåter,4,2023-09-21,2025-02-04,4,0,SN2007,T1,30.120,Bygging av fritidsbåter,30.120,Bygging av fritidsbåter,30.120,Bygging av fritidsbåter,direkte,false,false,30.120
Reparasjon av datamaskiner og tilleggsutstyr,4,2023-05-19,2024-07-01,4,0,SN2007,T1,95.110,Reparasjon av datamaskiner og tilleggsutstyr,,,95.110,Reparasjon av datamaskiner og tilleggsutstyr,direkte,false,,
Barneverntjenester,4,2025-09-10,2026-08-11,0,4,SN2025,T1,88.991,Barneverntjenester,88.991,Barneverntjenester,88.991,Barneverntjenester,direkte,false,false,88.991
Detaljhandel med medisinske og ortopediske artikler,4,2025-09-04,2026-03-27,0,4,SN2025,T2,,,47.740,Detaljhandel med medisinske og ortopediske artikler,47.740|47.782|47.890|47.919|47.990,Butikkhandel med medisinske og ortopediske artikler | Butikkhandel med optiske artikler | Torghandel med andre varer | Postordre-/Internetthandel med annet spesialisert vareutvalg | Detaljhandel utenom utsalgssted ellers,korrespondanse-1tilmange,false,false,47.740
"Psykolog- og psykoterapitjenester, unntatt legetjenester inn",4,2025-10-16,2025-12-29,0,4,SN2025,T2,,,86.930,"Psykolog- og psykoterapitjenester, unntatt legetjenester innenfor psykiatri",86.905|86.909,Klinisk psykologtjeneste | Andre helsetjenester,korrespondanse-1tilmange,false,false,86.930
Andre sosialtjenester uten botilbud ellers,4,2025-11-19,2026-07-21,0,4,SN2025,T2,,,88.996,Andre sosialtjenester uten botilbud ellers,88.995|88.999,Sosiale velferdsorganisasjoner | Andre sosialtjenester uten botilbud,korrespondanse-1tilmange,false,false,88.996
Produksjon av kjøtt- og fjørfevarer,4,2021-08-09,2026-06-05,3,1,begge,T1,10.130,Produksjon av kjøtt- og fjørfevarer,10.130,Produksjon av kjøtt- og fjørfevarer,10.130,Produksjon av kjøtt- og fjørfevarer,direkte,false,false,10.130
Kysttrafikk ellers med passasjerer,4,2022-09-05,2024-09-04,4,0,SN2007,T1,50.109,Kysttrafikk ellers med passasjerer,,,50.109,Kysttrafikk ellers med passasjerer,direkte,false,,
Investeringsselskaper og lignende lukket for allmennheten,4,2020-12-10,2023-09-18,4,0,SN2007,,,,,,,,,,,
Engroshandel med kjøtt og kjøttvarer,4,2024-01-03,2025-10-02,3,1,begge,T1,46.320,Engroshandel med kjøtt og kjøttvarer,46.321,Engroshandel med kjøtt og kjøttvarer,46.320,Engroshandel med kjøtt og kjøttvarer,direkte,false,false,46.321
Bygging av bruer og tunneler,4,2018-12-06,2023-04-14,4,0,SN2007,T1,42.130,Bygging av bruer og tunneler,,,42.130,Bygging av bruer og tunneler,direkte,true,,
"Engroshandel med kjøkkenutstyr, glass og steintøy",4,2023-12-06,2025-06-10,4,0,SN2007,T1,46.441,"Engroshandel med kjøkkenutstyr, glass og steintøy",,,46.441,"Engroshandel med kjøkkenutstyr, glass og steintøy",direkte,false,,
"Detaljhandel med ur, klokker og smykker",4,2026-02-19,2026-08-24,0,4,SN2025,T2,,,47.770,"Detaljhandel med ur, klokker og smykker",47.771|47.772|47.890|47.919|47.990,Butikkhandel med ur og klokker | Butikkhandel med gull- og sølvvarer | Torghandel med andre varer | Postordre-/Internetthandel med annet spesialisert vareutvalg | Detaljhandel utenom utsalgssted ellers,korrespondanse-1tilmange,false,false,47.770
"Engroshandel med korn, råtobakk, såvarer og fôrvarer",4,2023-09-28,2025-06-10,4,0,SN2007,T1,46.210,"Engroshandel med korn, råtobakk, såvarer og fôrvarer",46.210,"Engroshandel med korn, råtobakk, såvarer og fôrvarer",46.210,"Engroshandel med korn, råtobakk, såvarer og fôrvarer",direkte,false,false,46.210
Vedlikehold og reparasjon av motorsykler,3,2025-01-03,2025-06-24,3,0,SN2007,T1,45.403,Vedlikehold og reparasjon av motorsykler,,,45.403,Vedlikehold og reparasjon av motorsykler,direkte,false,,
"Detaljhandel med tapet, gulvtepper og gulvbelegg",3,2025-09-05,2026-01-22,0,3,SN2025,T2,,,47.530,"Detaljhandel med tapet, gulvtepper og gulvbelegg",47.531|47.532|47.533|47.890|47.919|47.990,Butikkhandel med tapeter og gulvbelegg | Butikkhandel med tepper | Butikkhandel med gardiner | Torghandel med andre varer | Postordre-/Internetthandel med annet spesialisert vareutvalg | Detaljhandel utenom utsalgssted ellers,korrespondanse-1tilmange,false,false,47.530
Produksjon av byggevarer av plast,3,2023-05-31,2026-05-12,2,1,begge,T1,22.230,Produksjon av byggevarer av plast,22.240,Produksjon av byggevarer av plast,22.230,Produksjon av byggevarer av plast,direkte,false,false,22.240
Produksjon av karosserier og tilhengere,3,2021-12-10,2026-01-23,2,1,begge,T1,29.200,Produksjon av karosserier og tilhengere,29.200,Produksjon av karosserier og tilhengere,29.200,Produksjon av karosserier og tilhengere,direkte,false,false,29.200
Produksjon av kjemiske produkter ikke nevnt annet sted,3,2024-12-23,2025-02-07,3,0,SN2007,T1,20.590,Produksjon av kjemiske produkter ikke nevnt annet sted,,,20.590,Produksjon av kjemiske produkter ikke nevnt annet sted,direkte,false,,
Produksjon av yngel og settefisk i sjø og brakkvann,3,2025-11-10,2026-02-02,0,3,SN2025,T2,,,03.212,Produksjon av yngel og settefisk i sjø og brakkvann,03.212,Produksjon av yngel og settefisk i hav- og kystbasert akvakultur,korrespondanse-1til1,false,false,03.212
Tjenester tilknyttet planteproduksjon,3,2023-10-20,2025-10-07,2,1,begge,T1,01.610,Tjenester tilknyttet planteproduksjon,01.610,Tjenester tilknyttet planteproduksjon,01.610,Tjenester tilknyttet planteproduksjon,direkte,false,false,01.610
Reparasjon av husholdningsvarer og hageredskaper,3,2023-02-10,2023-12-20,3,0,SN2007,T1,95.220,Reparasjon av husholdningsvarer og hageredskaper,,,95.220,Reparasjon av husholdningsvarer og hageredskaper,direkte,false,,
"Detaljhandel med husholdningsredskaper og bestikk, servise,",3,2026-02-26,2026-03-25,0,3,SN2025,T2,,,47.553,"Detaljhandel med husholdningsredskaper og bestikk, servise, glassvarer, porselen og keramikk",47.593|47.890|47.913|47.990,"Butikkhandel med kjøkkenutstyr, glass og steintøy | Torghandel med andre varer | Postordre-/Internetthandel med belysningsutstyr, kjøkkenutstyr, møbler og innredningsartikler | Detaljhandel utenom utsalgssted ellers",korrespondanse-1tilmange,false,false,47.553
Tjenester tilknyttet vakttjenester,3,2023-02-10,2024-10-16,3,0,SN2007,T1,80.200,Tjenester tilknyttet vakttjenester,,,80.200,Tjenester tilknyttet vakttjenester,direkte,false,,
Butikkhandel med fotoutstyr,3,2024-11-29,2025-03-31,3,0,SN2007,T1,47.781,Butikkhandel med fotoutstyr,,,47.781,Butikkhandel med fotoutstyr,direkte,false,,
Oppsamling og behandling av avløpsvann,3,2023-03-01,2026-03-16,1,2,begge,T1,37.000,Oppsamling og behandling av avløpsvann,37.000,Oppsamling og behandling av avløpsvann,37.000,Oppsamling og behandling av avløpsvann,direkte,false,false,37.000
Engroshandel med drivstoff og brensel,3,2022-10-19,2025-08-12,3,0,SN2007,T1,46.710,Engroshandel med drivstoff og brensel,,,46.710,Engroshandel med drivstoff og brensel,direkte,false,,
Etterbehandling av tekstiler,3,2023-06-30,2026-06-12,2,1,begge,T1,13.300,Etterbehandling av tekstiler,13.300,Etterbehandling av tekstiler,13.300,Etterbehandling av tekstiler,direkte,false,false,13.300
Trådløs telekommunikasjon,3,2024-01-30,2025-04-08,3,0,SN2007,T1,61.200,Trådløs telekommunikasjon,,,61.200,Trådløs telekommunikasjon,direkte,false,,
Annen spesialisert byggevirksomhet i forbindelse med oppføri,3,2025-09-05,2026-08-11,0,3,SN2025,T2,,,43.420,Annen spesialisert byggevirksomhet i forbindelse med oppføring av bygninger,43.990,Annen spesialisert bygge- og anleggsvirksomhet,korrespondanse-1til1,true,true,43.420
Detaljhandel med fritidsbåter og tilhørende utstyr,3,2025-10-30,2026-06-23,0,3,SN2025,T2,,,47.632,Detaljhandel med fritidsbåter og tilhørende utstyr,47.642|47.890|47.919|47.990,Butikkhandel med fritidsbåter og -utstyr | Torghandel med andre varer | Postordre-/Internetthandel med annet spesialisert vareutvalg | Detaljhandel utenom utsalgssted ellers,korrespondanse-1tilmange,false,false,47.632
Annen rengjøringsvirksomhet og snømåking,3,2025-11-27,2026-07-13,0,3,SN2025,T2,,,81.230,Annen rengjøringsvirksomhet og snømåking,81.291|81.299,Skadedyrkontroll | Annen rengjøringsvirksomhet ikke nevnt annet sted,korrespondanse-1tilmange,false,false,81.230
Reparasjon og vedlikehold av datamaskiner og kommunikasjonsu,3,2025-10-07,2026-08-05,0,3,SN2025,T2,,,95.100,Reparasjon og vedlikehold av datamaskiner og kommunikasjonsutstyr,95.110|95.120,Reparasjon av datamaskiner og tilleggsutstyr | Reparasjon av kommunikasjonsutstyr,korrespondanse-1tilmange,false,false,95.100
Undervisning ved godkjente trafikkskoler,3,2025-10-14,2026-08-05,0,3,SN2025,T2,,,85.531,Undervisning ved godkjente trafikkskoler,85.530,Trafikkskoleundervisning,korrespondanse-1til1,false,false,85.531
Annen rengjøringsvirksomhet ikke nevnt annet sted,3,2023-06-13,2025-07-07,3,0,SN2007,T1,81.299,Annen rengjøringsvirksomhet ikke nevnt annet sted,,,81.299,Annen rengjøringsvirksomhet ikke nevnt annet sted,direkte,false,,
"Detaljhandel med bakervarer, konditorvarer og sukkervarer",3,2025-09-19,2026-02-17,0,3,SN2025,T2,,,47.240,"Detaljhandel med bakervarer, konditorvarer og sukkervarer",47.241|47.242|47.810|47.919|47.990,"Butikkhandel med bakervarer og konditorvarer | Butikkhandel med sukkervarer | Torghandel med næringsmidler, drikkevarer og tobakksvarer | Postordre-/Internetthandel med annet spesialisert vareutvalg | Detaljhandel utenom utsalgssted ellers",korrespondanse-1tilmange,false,false,47.240
Bygging av havne- og damanlegg,3,2022-09-23,2024-10-09,3,0,SN2007,T1,42.910,Bygging av havne- og damanlegg,42.910,Bygging av havne- og damanlegg,42.910,Bygging av havne- og damanlegg,direkte,true,true,42.910
"Butikkhandel med fisk, skalldyr og bløtdyr",3,2022-06-01,2025-02-10,3,0,SN2007,T1,47.230,"Butikkhandel med fisk, skalldyr og bløtdyr",,,47.230,"Butikkhandel med fisk, skalldyr og bløtdyr",direkte,false,,
"Agenturhandel med tømmer, trelast og byggevarer",3,2022-06-02,2025-03-07,3,0,SN2007,T1,46.130,"Agenturhandel med tømmer, trelast og byggevarer",46.130,"Agenturhandel med tømmer, trelast og byggevarer",46.130,"Agenturhandel med tømmer, trelast og byggevarer",direkte,false,false,46.130
"Distribusjon av film, video og fjernsynsprogrammer",3,2024-11-04,2025-07-08,3,0,SN2007,T1,59.130,"Distribusjon av film, video og fjernsynsprogrammer",,,59.130,"Distribusjon av film, video og fjernsynsprogrammer",direkte,false,,
Andre sosialtjenester uten botilbud,3,2024-07-23,2025-08-08,3,0,SN2007,T1,88.999,Andre sosialtjenester uten botilbud,,,88.999,Andre sosialtjenester uten botilbud,direkte,false,,
Kantinedrift og annen cateringvirksomhet,3,2026-02-09,2026-08-24,0,3,SN2025,T2,,,56.220,Kantinedrift og annen cateringvirksomhet,56.290,Kantiner drevet som selvstendig virksomhet,korrespondanse-1til1,false,false,56.220
Engroshandel med maskiner og utstyr til kontor ellers,3,2024-01-15,2024-12-06,3,0,SN2007,T1,46.660,Engroshandel med maskiner og utstyr til kontor ellers,,,46.660,Engroshandel med maskiner og utstyr til kontor ellers,direkte,false,,
Butikkhandel med bakervarer og konditorvarer,3,2022-11-04,2025-03-05,3,0,SN2007,T1,47.241,Butikkhandel med bakervarer og konditorvarer,,,47.241,Butikkhandel med bakervarer og konditorvarer,direkte,false,,
Detaljhandel med bøker,3,2025-09-11,2026-03-31,0,3,SN2025,T2,,,47.610,Detaljhandel med bøker,47.610|47.890|47.915|47.990,"Butikkhandel med bøker | Torghandel med andre varer | Postordre-/internetthandel med bøker, papir, aviser og blader | Detaljhandel utenom utsalgssted ellers",korrespondanse-1tilmange,false,false,47.610
Andre informasjonstjenester ikke nevnt annet sted,3,2022-10-12,2025-07-07,3,0,SN2007,T1,63.990,Andre informasjonstjenester ikke nevnt annet sted,,,63.990,Andre informasjonstjenester ikke nevnt annet sted,direkte,false,,
Medieformidlingstjenester,3,2023-04-26,2025-03-18,3,0,SN2007,T1,73.120,Medieformidlingstjenester,73.120,Medieformidlingstjenester,73.120,Medieformidlingstjenester,direkte,false,false,73.120
Postordre-/Internetthandel med helsekost,3,2023-11-15,2024-12-17,3,0,SN2007,T1,47.917,Postordre-/Internetthandel med helsekost,,,47.917,Postordre-/Internetthandel med helsekost,direkte,false,,
Skipsmegling,3,2023-06-21,2025-02-11,3,0,SN2007,T1,52.292,Skipsmegling,,,52.292,Skipsmegling,direkte,false,,
Bryting av stein til bygge- og anleggsvirksomhet,3,2024-02-01,2025-08-15,3,0,SN2007,T1,08.111,Bryting av stein til bygge- og anleggsvirksomhet,,,08.111,Bryting av stein til bygge- og anleggsvirksomhet,direkte,false,,
Forebyggende helsearbeid,3,2025-12-12,2026-05-22,0,3,SN2025,T2,,,86.992,Forebyggende helsearbeid,86.904,Annen forebyggende helsetjeneste,korrespondanse-1til1,false,false,86.992
Butikkhandel med musikkinstrumenter og noter,3,2023-01-23,2024-07-26,3,0,SN2007,T1,47.594,Butikkhandel med musikkinstrumenter og noter,,,47.594,Butikkhandel med musikkinstrumenter og noter,direkte,false,,
Behandling og disponering av ikke-farlig avfall,3,2023-06-09,2025-08-19,3,0,SN2007,T1,38.210,Behandling og disponering av ikke-farlig avfall,,,38.210,Behandling og disponering av ikke-farlig avfall,direkte,false,,
