etikett,flerbransje,primaernaering,selskaper,forste_dato,siste_dato,selsk_for_som,selsk_etter_som,vintage,metode,standard,kode,kodenavn,kodeniva,kanonisk_sn2007,kanonisk_navn,kanonisk_kilde,naering2,er_bygg_F,er_bygg_kjerne,er_eiendomsutvikling_41_1,manuell_grunn
Produksjon av belysningsutstyr,false,,1,2023-11-24,2023-11-24,1,0,SN2007,T1,SN2007,27.400,Produksjon av belysningsutstyr,5,27.400,Produksjon av belysningsutstyr,direkte SN2007,27,false,false,false,
Bygging av skip og skrog over 100 br.tonn \n Innrednings- og in,true,Bygging av skip og skrog over 100 br.tonn,1,2024-01-30,2024-01-30,1,0,SN2007,T1,SN2007,30.111,Bygging av skip og skrog over 100 br.tonn,5,30.111,Bygging av skip og skrog over 100 br.tonn,direkte SN2007,30,false,false,false,
Bygging av skip og skrog over 100 br.tonn \n Annen teknisk kons,true,Bygging av skip og skrog over 100 br.tonn,1,2024-05-22,2024-05-22,1,0,SN2007,T1,SN2007,30.111,Bygging av skip og skrog over 100 br.tonn,5,30.111,Bygging av skip og skrog over 100 br.tonn,direkte SN2007,30,false,false,false,
Produksjon av brød og ferske konditorvarer \n Detaljhandel med,true,Produksjon av brød og ferske konditorvarer,1,2025-09-09,2025-09-09,0,1,SN2025,T2,SN2025,10.710,Produksjon av brød og ferske konditorvarer,5,10.710|10.860,Produksjon av brød og ferske konditorvarer | Produksjon av homogeniserte matprodukter og diettmat,korrespondanse 1:n,10,false,false,false,
Bygging av sivile skip og flytende materiell,false,,1,2026-05-26,2026-05-26,0,1,SN2025,T2,SN2025,30.110,Bygging av sivile skip og flytende materiell,5,30.111|30.112|30.113|30.114|30.115|30.116,Bygging av skip og skrog over 100 br.tonn | Bygging av skip under 100 br.tonn | Bygging av oljeplattformer og moduler | Produksjon av annet flytende materiell | Innrednings- og installasjonsarbeid utført på skip over 100 br.tonn | Innrednings- og installasjonsarbeid utført på oljeplattformer og moduler,korrespondanse 1:n,30,false,false,false,
Produksjon av datamaskiner og tilleggsutstyr \n Utgivelse av an,true,Produksjon av datamaskiner og tilleggsutstyr,1,2024-02-01,2024-02-01,1,0,SN2007,T1,SN2007,26.200,Produksjon av datamaskiner og tilleggsutstyr,5,26.200,Produksjon av datamaskiner og tilleggsutstyr,direkte SN2007,26,false,false,false,
Produksjon av dører og vinduer av plast,false,,1,2026-04-17,2026-04-17,0,1,SN2025,T2,SN2025,22.230,Produksjon av dører og vinduer av plast,5,22.230,Produksjon av byggevarer av plast,korrespondanse 1:1,22,false,false,false,
Produksjon av elektrisitet ellers,false,,1,2024-08-28,2024-08-28,1,0,SN2007,T1,SN2007,35.119,Produksjon av elektrisitet ellers,5,35.119,Produksjon av elektrisitet ellers,direkte SN2007,35,false,false,false,
Produksjon av elektrisitet fra vindkraft,false,,1,2023-11-23,2023-11-23,1,0,SN2007,T1,SN2007,35.112,Produksjon av elektrisitet fra vindkraft,5,35.112,Produksjon av elektrisitet fra vindkraft,direkte SN2007,35,false,false,false,
Produksjon av elektriske husholdningsmaskiner og -apparater,false,,1,2025-08-29,2025-08-29,1,0,SN2007,T2,SN2025,27.510,Produksjon av elektriske husholdningsmaskiner og -apparater,5,27.510,Produksjon av elektriske husholdningsmaskiner og apparater,korrespondanse 1:1,27,false,false,false,
"Produksjon av elektromotorer, generatorer og transformatorer",false,,1,2024-04-18,2024-04-18,1,0,SN2007,T1,SN2007,27.110,"Produksjon av elektromotorer, generatorer og transformatorer",5,27.110,"Produksjon av elektromotorer, generatorer og transformatorer",direkte SN2007,27,false,false,false,
Produksjon av elektronikk til husholdningsbruk,false,,1,2021-07-06,2021-07-06,1,0,SN2007,T1,SN2007,26.400,Produksjon av elektronikk til husholdningsbruk,5,26.400,Produksjon av elektronikk til husholdningsbruk,direkte SN2007,26,false,false,false,
"Produksjon av film, video og fjernsynsprogrammer \n Fotografvir",true,"Produksjon av film, video og fjernsynsprogrammer",1,2025-12-01,2025-12-01,0,1,SN2025,T2,SN2025,59.110,"Produksjon av film, video og fjernsynsprogrammer",5,59.110,"Produksjon av film, video og fjernsynsprogrammer",identisk kode i begge standarder,59,false,false,false,
Produksjon av finerplater og andre bygnings- og møbelplater,false,,1,2024-12-23,2024-12-23,1,0,SN2007,T1,SN2007,16.210,Produksjon av finerplater og andre bygnings- og møbelplater av tre,5,16.210,Produksjon av finerplater og andre bygnings- og møbelplater av tre,direkte SN2007,16,false,false,false,
"Produksjon av fisk, bløtdyr, krepsdyr og andre dyr som lever",false,,1,2026-02-24,2026-02-24,0,1,SN2025,T2,SN2025,03.221,"Produksjon av fisk, bløtdyr, krepsdyr og andre dyr som lever i ferskvann",5,03.221,"Produksjon av matfisk, bløtdyr og krepsdyr i ferskvannsbasert akvakultur",korrespondanse 1:1,03,false,false,false,
Produksjon av fôrvarer for akvakultur,false,,1,2025-09-17,2025-09-17,0,1,SN2025,T2,SN2025,10.912,Produksjon av fôrvarer for akvakultur,5,10.910,Produksjon av fôrvarer til husdyrhold,korrespondanse 1:1,10,false,false,false,
Produksjon av fôrvarer til husdyrhold,false,,1,2024-01-10,2024-01-10,1,0,SN2007,T1,SN2007,10.910,Produksjon av fôrvarer til husdyrhold,5,10.910,Produksjon av fôrvarer til husdyrhold,direkte SN2007,10,false,false,false,
Produksjon av fôrvarer til kjæledyr,false,,1,2026-01-20,2026-01-20,0,1,SN2025,T2,SN2025,10.920,Produksjon av fôrvarer til kjæledyr,5,10.920,Produksjon av fôrvarer til kjæledyr,identisk kode i begge standarder,10,false,false,false,
Produksjon av fôrvarer til kjæledyr \n Annen teknisk konsulentv,true,Produksjon av fôrvarer til kjæledyr,1,2026-03-18,2026-03-18,0,1,SN2025,T2,SN2025,10.920,Produksjon av fôrvarer til kjæledyr,5,10.920,Produksjon av fôrvarer til kjæledyr,identisk kode i begge standarder,10,false,false,false,
Produksjon av gjødsel og nitrogenforbindelser,false,,1,2026-08-12,2026-08-12,0,1,SN2025,T2,SN2025,20.150,Produksjon av gjødsel og nitrogenforbindelser,5,20.150,"Produksjon av gjødsel, nitrogenforbindelser og vekstjord",korrespondanse 1:1,20,false,false,false,
"Produksjon av gjødsel, nitrogenforbindelser og vekstjord",false,,1,2024-12-10,2024-12-10,1,0,SN2007,T1,SN2007,20.150,"Produksjon av gjødsel, nitrogenforbindelser og vekstjord",5,20.150,"Produksjon av gjødsel, nitrogenforbindelser og vekstjord",direkte SN2007,20,false,false,false,
Produksjon av halvfabrikater av aluminium,false,,1,2023-05-04,2023-05-04,1,0,SN2007,T1,SN2007,24.422,Produksjon av halvfabrikater av aluminium,5,24.422,Produksjon av halvfabrikater av aluminium,direkte SN2007,24,false,false,false,
Produksjon av homogeniserte matprodukter og diettmat,false,,1,2022-10-21,2022-10-21,1,0,SN2007,T1,SN2007,10.860,Produksjon av homogeniserte matprodukter og diettmat,5,10.860,Produksjon av homogeniserte matprodukter og diettmat,direkte SN2007,10,false,false,false,
Produksjon av håndverktøy,false,,1,2026-07-07,2026-07-07,0,1,SN2025,T2,SN2025,25.630,Produksjon av håndverktøy,5,25.730,Produksjon av håndverktøy,korrespondanse 1:1,25,false,false,false,
Produksjon av ikke-elektriske husholdningsmaskiner og -appar,false,,1,2024-08-20,2024-08-20,1,0,SN2007,T2,SN2025,27.520,Produksjon av ikke-elektriske husholdningsmaskiner og -apparater,5,27.520,Produksjon av ikke-elektriske husholdningsmaskiner og apparater,korrespondanse 1:1,27,false,false,false,
Produksjon av ikke-metallholdige mineralprodukter ikke nevnt,false,,1,2025-02-27,2025-02-27,1,0,SN2007,T1,SN2007,23.990,Produksjon av ikke-metallholdige mineralprodukter ikke nevnt annet sted,5,23.990,Produksjon av ikke-metallholdige mineralprodukter ikke nevnt annet sted,direkte SN2007,23,false,false,false,
Produksjon av industrigasser,false,,1,2023-11-23,2023-11-23,1,0,SN2007,T1,SN2007,20.110,Produksjon av industrigasser,5,20.110,Produksjon av industrigasser,direkte SN2007,20,false,false,false,
Produksjon av iskrem,false,,1,2023-06-27,2023-06-27,1,0,SN2007,T1,SN2007,10.520,Produksjon av iskrem,5,10.520,Produksjon av iskrem,direkte SN2007,10,false,false,false,
"Produksjon av kavringer, kjeks og konserverte konditorvarer",false,,1,2025-02-05,2025-02-05,1,0,SN2007,T1,SN2007,10.720,"Produksjon av kavringer, kjeks og konserverte konditorvarer",5,10.720,"Produksjon av kavringer, kjeks og konserverte konditorvarer",direkte SN2007,10,false,false,false,
Produksjon av kjøkkenredskaper og skjære- og klipperedskaper,false,,1,2024-08-13,2024-08-13,1,0,SN2007,T1,SN2007,25.710,Produksjon av kjøkkenredskaper og skjære- og klipperedskaper,5,25.710,Produksjon av kjøkkenredskaper og skjære- og klipperedskaper,direkte SN2007,25,false,false,false,
Produksjon av klær av lær,false,,1,2025-03-13,2025-03-13,1,0,SN2007,T1,SN2007,14.110,Produksjon av klær av lær,5,14.110,Produksjon av klær av lær,direkte SN2007,14,false,false,false,
Produksjon av klær av trikotasje og heklede klær,false,,1,2025-11-12,2025-11-12,0,1,SN2025,T2,SN2025,14.100,Produksjon av klær av trikotasje og heklede klær,5,14.130|14.140|14.190|14.310|14.390,Produksjon av annet yttertøy | Produksjon av undertøy og innertøy | Produksjon av klær og tilbehør ellers | Produksjon av strømpevarer | Produksjon av andre klær av trikotasje,korrespondanse 1:n,14,false,false,false,
Produksjon av kontorartikler av papir,false,,1,2025-08-20,2025-08-20,1,0,SN2007,T1,SN2007,17.230,Produksjon av kontorartikler av papir,5,17.230,Produksjon av kontorartikler av papir,direkte SN2007,17,false,false,false,
Produksjon av kornvarer,false,,1,2025-01-02,2025-01-02,1,0,SN2007,T1,SN2007,10.610,Produksjon av kornvarer,5,10.610,Produksjon av kornvarer,direkte SN2007,10,false,false,false,
Produksjon av lokomotiver og annet rullende materiell til je,false,,1,2025-11-11,2025-11-11,0,1,SN2025,T2,SN2025,30.200,Produksjon av lokomotiver og annet rullende materiell til jernbane og sporvei,5,30.200,Produksjon av lokomotiver og annet rullende materiell til jernbane og sporvei,identisk kode i begge standarder,30,false,false,false,
Produksjon av løfte- og håndteringsutstyr ellers,false,,1,2023-05-23,2023-05-23,1,0,SN2007,T1,SN2007,28.229,Produksjon av løfte- og håndteringsutstyr ellers,5,28.229,Produksjon av løfte- og håndteringsutstyr ellers,direkte SN2007,28,false,false,false,
Produksjon av maskiner og utstyr til bergverksdrift og bygge,false,,1,2023-11-02,2023-11-02,1,0,SN2007,T1,SN2007,28.920,Produksjon av maskiner og utstyr til bergverksdrift og bygge- og anleggsvirksomhet,5,28.920,Produksjon av maskiner og utstyr til bergverksdrift og bygge- og anleggsvirksomhet,direkte SN2007,28,false,false,false,
Produksjon av maskiner og utstyr til generell bruk ikke nevn,false,,1,2026-06-03,2026-06-03,0,1,SN2025,T2,SN2025,28.290,Produksjon av maskiner og utstyr til generell bruk ikke nevnt annet sted,5,28.290,"Produksjon av maskiner og utstyr til generell bruk, ikke nevnt annet sted",korrespondanse 1:1,28,false,false,false,
Produksjon av metallkonstruksjoner og deler \n Ventilasjonsarbe,true,Produksjon av metallkonstruksjoner og deler,1,2026-08-06,2026-08-06,0,1,SN2025,T2,SN2025,25.110,Produksjon av metallkonstruksjoner og deler,5,25.110,Produksjon av metallkonstruksjoner og deler,identisk kode i begge standarder,25,false,false,false,
"Produksjon av mineralvann, leskedrikker og annet vann på fla",false,,1,2023-02-14,2023-02-14,1,0,SN2007,T1,SN2007,11.070,"Produksjon av mineralvann, leskedrikker og annet vann på flaske",5,11.070,"Produksjon av mineralvann, leskedrikker og annet vann på flaske",direkte SN2007,11,false,false,false,
Produksjon av monteringsferdige hus \n Oppføring av bygninger,true,Produksjon av monteringsferdige hus,1,2023-09-12,2023-09-12,1,0,SN2007,T1,SN2007,16.231,Produksjon av monteringsferdige hus,5,16.231,Produksjon av monteringsferdige hus,direkte SN2007,16,false,false,false,
Bygging av broer og tunneler,false,,1,2026-07-07,2026-07-07,0,1,SN2025,T2,SN2025,42.130,Bygging av broer og tunneler,5,42.130,Bygging av bruer og tunneler,korrespondanse 1:1,42,true,true,false,
Produksjon av møbler \n Oppføring av bygninger,true,Produksjon av møbler,1,2026-05-21,2026-05-21,0,1,SN2025,T2,SN2025,31.000,Produksjon av møbler,5,23.420|31.010|31.020|31.030|31.090,Produksjon av sanitærutstyr av keramisk materiale | Produksjon av kontor- og butikkmøbler | Produksjon av kjøkkenmøbler | Produksjon av madrasser | Produksjon av møbler ellers,korrespondanse 1:n,23|31,false,false,false,
Produksjon av optiske instrumenter og fotografisk utstyr,false,,1,2024-11-04,2024-11-04,1,0,SN2007,T1,SN2007,26.700,Produksjon av optiske instrumenter og fotografisk utstyr,5,26.700,Produksjon av optiske instrumenter og fotografisk utstyr,direkte SN2007,26,false,false,false,
"Produksjon av optiske instrumenter, magnetiske og optiske me",false,,1,2026-04-13,2026-04-13,0,1,SN2025,T2,SN2025,26.700,"Produksjon av optiske instrumenter, magnetiske og optiske medier og fotografisk utstyr",5,26.700|26.800,Produksjon av optiske instrumenter og fotografisk utstyr | Produksjon av magnetiske og optiske media,korrespondanse 1:n,26,false,false,false,
Produksjon av parfyme og toalettartikler,false,,1,2024-03-22,2024-03-22,1,0,SN2007,T1,SN2007,20.420,Produksjon av parfyme og toalettartikler,5,20.420,Produksjon av parfyme og toalettartikler,direkte SN2007,20,false,false,false,
Produksjon av plastemballasje,false,,1,2024-07-03,2024-07-03,1,0,SN2007,T1,SN2007,22.220,Produksjon av plastemballasje,5,22.220,Produksjon av plastemballasje,direkte SN2007,22,false,false,false,
Produksjon av raffinerte petroleumsprodukter,false,,1,2024-12-17,2024-12-17,1,0,SN2007,T1,SN2007,19.200,Produksjon av raffinerte petroleumsprodukter,5,19.200,Produksjon av raffinerte petroleumsprodukter,direkte SN2007,19,false,false,false,
Produksjon av reiseeffekter og salmakerartikler,false,,1,2024-07-04,2024-07-04,1,0,SN2007,T1,SN2007,15.120,Produksjon av reiseeffekter og salmakerartikler,5,15.120,Produksjon av reiseeffekter og salmakerartikler,direkte SN2007,15,false,false,false,
Produksjon av sider og annen fruktvin,false,,1,2024-03-22,2024-03-22,1,0,SN2007,T1,SN2007,11.030,Produksjon av sider og annen fruktvin,5,11.030,Produksjon av sider og annen fruktvin,direkte SN2007,11,false,false,false,
Produksjon av skotøy,false,,1,2023-10-12,2023-10-12,1,0,SN2007,T1,SN2007,15.200,Produksjon av skotøy,5,15.200,Produksjon av skotøy,direkte SN2007,15,false,false,false,
Produksjon av smakstilsettingsstoffer og krydderier,false,,1,2023-02-03,2023-02-03,1,0,SN2007,T1,SN2007,10.840,Produksjon av smakstilsettingsstoffer og krydderier,5,10.840,Produksjon av smakstilsettingsstoffer og krydderier,direkte SN2007,10,false,false,false,
Produksjon av spill og leker,false,,1,2025-01-14,2025-01-14,1,0,SN2007,T1,SN2007,32.400,Produksjon av spill og leker,5,32.400,Produksjon av spill og leker,direkte SN2007,32,false,false,false,
Butikkhandel med trelast,false,,1,2023-03-27,2023-03-27,1,0,SN2007,T1,SN2007,47.524,Butikkhandel med trelast,5,47.524,Butikkhandel med trelast,direkte SN2007,47,false,false,false,
Produksjon av stivelse og stivelsesprodukter,false,,1,2024-04-05,2024-04-05,1,0,SN2007,T1,SN2007,10.620,Produksjon av stivelse og stivelsesprodukter,5,10.620,Produksjon av stivelse og stivelsesprodukter,direkte SN2007,10,false,false,false,
Produksjon av teknisk glass og andre glassvarer,false,,1,2024-04-15,2024-04-15,1,0,SN2007,T1,SN2007,23.190,Produksjon av teknisk glass og andre glassvarer,5,23.190,Produksjon av teknisk glass og andre glassvarer,direkte SN2007,23,false,false,false,
Produksjon av tekstiler ikke nevnt annet sted,false,,1,2026-06-17,2026-06-17,0,1,SN2025,T2,SN2025,13.990,Produksjon av tekstiler ikke nevnt annet sted,5,13.990,Produksjon av tekstiler ikke nevnt annet sted,identisk kode i begge standarder,13,false,false,false,
Produksjon av tekstiler til teknisk og industriell bruk,false,,1,2026-08-24,2026-08-24,0,1,SN2025,T2,SN2025,13.960,Produksjon av tekstiler til teknisk og industriell bruk,5,13.200|13.929|13.960,"Veving av tekstiler | Produksjon av andre tekstilvarer, unntatt klær | Produksjon av tekstiler til teknisk og industriell bruk",korrespondanse 1:n,13,false,false,false,
Produksjon av treemballasje,false,,1,2024-03-12,2024-03-12,1,0,SN2007,T1,SN2007,16.240,Produksjon av treemballasje,5,16.240,Produksjon av treemballasje,direkte SN2007,16,false,false,false,
Produksjon av vin,false,,1,2026-01-23,2026-01-23,0,1,SN2025,T2,SN2025,11.020,Produksjon av vin,5,11.020,Produksjon av vin,identisk kode i begge standarder,11,false,false,false,
Produksjon av yngel og settefisk i ferskvannsbasert fiskeopp,false,,1,2024-11-05,2024-11-05,1,0,SN2007,T5,SN2025,03.222,Produksjon av yngel og settefisk i ferskvann,5,03.222,Produksjon av yngel og settefisk i ferskvannsbasert akvakultur,korrespondanse 1:1,03,false,false,false,
Butikkhandel med tobakksvarer,false,,1,2024-04-15,2024-04-15,1,0,SN2007,T1,SN2007,47.260,Butikkhandel med tobakksvarer,5,47.260,Butikkhandel med tobakksvarer,direkte SN2007,47,false,false,false,
Butikkhandel med tekstiler og utstyrsvarer \n Butikkhandel med,true,Butikkhandel med tekstiler og utstyrsvarer,1,2024-04-18,2024-04-18,1,0,SN2007,T1,SN2007,47.510,Butikkhandel med tekstiler og utstyrsvarer,5,47.510,Butikkhandel med tekstiler og utstyrsvarer,direkte SN2007,47,false,false,false,
Programmeringstjenester \n Annen forretningsmessig tjenesteytin,true,Programmeringstjenester,1,2023-04-21,2023-04-21,1,0,SN2007,T1,SN2007,62.010,Programmeringstjenester,5,62.010,Programmeringstjenester,direkte SN2007,62,false,false,false,
Prøveboring,false,,1,2025-11-18,2025-11-18,0,1,SN2025,T2,SN2025,43.130,Prøveboring,5,43.130,Prøveboring,identisk kode i begge standarder,43,true,true,false,
Radiokringkasting og distribuering av musikk og andre lydmed,false,,1,2026-05-05,2026-05-05,0,1,SN2025,T2,SN2025,60.100,Radiokringkasting og distribuering av musikk og andre lydmedier,5,60.100,Radiokringkasting,korrespondanse 1:1,60,false,false,false,
Redningstjeneste,false,,1,2022-09-06,2022-09-06,1,0,SN2007,T1,SN2007,52.222,Redningstjeneste,5,52.222,Redningstjeneste,direkte SN2007,52,false,false,false,
Butikkhandel med tapeter og gulvbelegg,false,,1,2024-03-27,2024-03-27,1,0,SN2007,T1,SN2007,47.531,Butikkhandel med tapeter og gulvbelegg,5,47.531,Butikkhandel med tapeter og gulvbelegg,direkte SN2007,47,false,false,false,
Butikkhandel med reiseeffekter av lær og lærimitasjoner og v,false,,1,2024-11-28,2024-11-28,1,0,SN2007,T1,SN2007,47.722,Butikkhandel med reiseeffekter av lær og lærimitasjoner og varer av lær,5,47.722,Butikkhandel med reiseeffekter av lær og lærimitasjoner og varer av lær,direkte SN2007,47,false,false,false,
Butikkhandel med møbler \n Postordre-/Internetthandel med belys,true,Butikkhandel med møbler,1,2025-01-14,2025-01-14,1,0,SN2007,T1,SN2007,47.591,Butikkhandel med møbler,5,47.591,Butikkhandel med møbler,direkte SN2007,47,false,false,false,
Butikkhandel med medisinske og ortopediske artikler,false,,1,2023-09-14,2023-09-14,1,0,SN2007,T1,SN2007,47.740,Butikkhandel med medisinske og ortopediske artikler,5,47.740,Butikkhandel med medisinske og ortopediske artikler,direkte SN2007,47,false,false,false,
Butikkhandel med klær \n Frisering og annen skjønnhetspleie,true,Butikkhandel med klær,1,2024-03-26,2024-03-26,1,0,SN2007,T1,SN2007,47.710,Butikkhandel med klær,5,47.710,Butikkhandel med klær,direkte SN2007,47,false,false,false,
Butikkhandel med gardiner,false,,1,2023-04-18,2023-04-18,1,0,SN2007,T1,SN2007,47.533,Butikkhandel med gardiner,5,47.533,Butikkhandel med gardiner,direkte SN2007,47,false,false,false,
